diagnosis_id,icd10_code,icd10_description,category,severity_level
327,F41.1.327,Generalized anxiety disorder (Variant #327),Mental Health,Moderate
328,J06.9.328,"Acute upper respiratory infection, unspecified (Variant #328)",Respiratory,Mild
329,E78.5.329,"Hyperlipidemia, unspecified (Variant #329)",Endocrine,Mild
330,F41.1.330,Generalized anxiety disorder (Variant #330),Mental Health,Moderate
331,N39.0.331,"Urinary tract infection, site not specified (Variant #331)",Urological,Moderate
332,J45.909.332,"Unspecified asthma, uncomplicated (Variant #332)",Respiratory,Moderate
333,R07.9.333,"Chest pain, unspecified (Variant #333)",Cardiovascular,Severe
334,G40.909.334,"Epilepsy, unspecified, not intractable (Variant #334)",Neurology,Severe
335,M54.5.335,"Low back pain, unspecified (Variant #335)",Musculoskeletal,Mild
336,K21.9.336,Gastro-esophageal reflux disease without esophagitis (Variant #336),Gastrointestinal,Mild
337,I10.337,Essential (primary) hypertension (Variant #337),Cardiovascular,Mild
338,R07.9.338,"Chest pain, unspecified (Variant #338)",Cardiovascular,Severe
339,F41.1.339,Generalized anxiety disorder (Variant #339),Mental Health,Moderate
340,M54.5.340,"Low back pain, unspecified (Variant #340)",Musculoskeletal,Mild
341,J45.909.341,"Unspecified asthma, uncomplicated (Variant #341)",Respiratory,Moderate
342,J45.909.342,"Unspecified asthma, uncomplicated (Variant #342)",Respiratory,Moderate
343,E78.5.343,"Hyperlipidemia, unspecified (Variant #343)",Endocrine,Mild
344,G40.909.344,"Epilepsy, unspecified, not intractable (Variant #344)",Neurology,Severe
345,J45.909.345,"Unspecified asthma, uncomplicated (Variant #345)",Respiratory,Moderate
346,M17.11.346,"Unspecified primary osteoarthritis, right knee (Variant #346)",Musculoskeletal,Moderate
347,M54.5.347,"Low back pain, unspecified (Variant #347)",Musculoskeletal,Mild
348,J18.9.348,"Pneumonia, unspecified organism (Variant #348)",Respiratory,Severe
349,R07.9.349,"Chest pain, unspecified (Variant #349)",Cardiovascular,Severe
350,F41.1.350,Generalized anxiety disorder (Variant #350),Mental Health,Moderate
351,E11.9.351,Type 2 diabetes mellitus without complications (Variant #351),Endocrine,Moderate
352,G40.909.352,"Epilepsy, unspecified, not intractable (Variant #352)",Neurology,Severe
353,J06.9.353,"Acute upper respiratory infection, unspecified (Variant #353)",Respiratory,Mild
354,J45.909.354,"Unspecified asthma, uncomplicated (Variant #354)",Respiratory,Moderate
355,R07.9.355,"Chest pain, unspecified (Variant #355)",Cardiovascular,Severe
356,F41.1.356,Generalized anxiety disorder (Variant #356),Mental Health,Moderate
357,J45.909.357,"Unspecified asthma, uncomplicated (Variant #357)",Respiratory,Moderate
358,G40.909.358,"Epilepsy, unspecified, not intractable (Variant #358)",Neurology,Severe
359,R07.9.359,"Chest pain, unspecified (Variant #359)",Cardiovascular,Severe
360,K21.9.360,Gastro-esophageal reflux disease without esophagitis (Variant #360),Gastrointestinal,Mild
361,M54.5.361,"Low back pain, unspecified (Variant #361)",Musculoskeletal,Mild
362,M17.11.362,"Unspecified primary osteoarthritis, right knee (Variant #362)",Musculoskeletal,Moderate
363,I25.10.363,Atherosclerotic heart disease of native coronary artery (Variant #363),Cardiovascular,Severe
364,F41.1.364,Generalized anxiety disorder (Variant #364),Mental Health,Moderate
365,F41.1.365,Generalized anxiety disorder (Variant #365),Mental Health,Moderate
366,J18.9.366,"Pneumonia, unspecified organism (Variant #366)",Respiratory,Severe
367,F41.1.367,Generalized anxiety disorder (Variant #367),Mental Health,Moderate
368,J45.909.368,"Unspecified asthma, uncomplicated (Variant #368)",Respiratory,Moderate
369,J06.9.369,"Acute upper respiratory infection, unspecified (Variant #369)",Respiratory,Mild
370,I25.10.370,Atherosclerotic heart disease of native coronary artery (Variant #370),Cardiovascular,Severe
371,M17.11.371,"Unspecified primary osteoarthritis, right knee (Variant #371)",Musculoskeletal,Moderate
372,K21.9.372,Gastro-esophageal reflux disease without esophagitis (Variant #372),Gastrointestinal,Mild
373,G40.909.373,"Epilepsy, unspecified, not intractable (Variant #373)",Neurology,Severe
374,M17.11.374,"Unspecified primary osteoarthritis, right knee (Variant #374)",Musculoskeletal,Moderate
375,I10.375,Essential (primary) hypertension (Variant #375),Cardiovascular,Mild
376,M17.11.376,"Unspecified primary osteoarthritis, right knee (Variant #376)",Musculoskeletal,Moderate
377,R07.9.377,"Chest pain, unspecified (Variant #377)",Cardiovascular,Severe
378,I25.10.378,Atherosclerotic heart disease of native coronary artery (Variant #378),Cardiovascular,Severe
379,I10.379,Essential (primary) hypertension (Variant #379),Cardiovascular,Mild
380,G40.909.380,"Epilepsy, unspecified, not intractable (Variant #380)",Neurology,Severe
381,E78.5.381,"Hyperlipidemia, unspecified (Variant #381)",Endocrine,Mild
382,N39.0.382,"Urinary tract infection, site not specified (Variant #382)",Urological,Moderate
383,I10.383,Essential (primary) hypertension (Variant #383),Cardiovascular,Mild
384,J45.909.384,"Unspecified asthma, uncomplicated (Variant #384)",Respiratory,Moderate
385,F41.1.385,Generalized anxiety disorder (Variant #385),Mental Health,Moderate
386,J18.9.386,"Pneumonia, unspecified organism (Variant #386)",Respiratory,Severe
387,J18.9.387,"Pneumonia, unspecified organism (Variant #387)",Respiratory,Severe
388,K21.9.388,Gastro-esophageal reflux disease without esophagitis (Variant #388),Gastrointestinal,Mild
389,K21.9.389,Gastro-esophageal reflux disease without esophagitis (Variant #389),Gastrointestinal,Mild
390,M17.11.390,"Unspecified primary osteoarthritis, right knee (Variant #390)",Musculoskeletal,Moderate
391,N39.0.391,"Urinary tract infection, site not specified (Variant #391)",Urological,Moderate
392,G40.909.392,"Epilepsy, unspecified, not intractable (Variant #392)",Neurology,Severe
393,M54.5.393,"Low back pain, unspecified (Variant #393)",Musculoskeletal,Mild
394,F41.1.394,Generalized anxiety disorder (Variant #394),Mental Health,Moderate
395,J45.909.395,"Unspecified asthma, uncomplicated (Variant #395)",Respiratory,Moderate
396,K21.9.396,Gastro-esophageal reflux disease without esophagitis (Variant #396),Gastrointestinal,Mild
397,N39.0.397,"Urinary tract infection, site not specified (Variant #397)",Urological,Moderate
398,E11.9.398,Type 2 diabetes mellitus without complications (Variant #398),Endocrine,Moderate
399,J45.909.399,"Unspecified asthma, uncomplicated (Variant #399)",Respiratory,Moderate
400,K21.9.400,Gastro-esophageal reflux disease without esophagitis (Variant #400),Gastrointestinal,Mild
401,C34.90.401,Malignant neoplasm of unspecified part of bronchus or lung (Variant #401),Oncology,Critical
402,J45.909.402,"Unspecified asthma, uncomplicated (Variant #402)",Respiratory,Moderate
403,E11.9.403,Type 2 diabetes mellitus without complications (Variant #403),Endocrine,Moderate
404,I25.10.404,Atherosclerotic heart disease of native coronary artery (Variant #404),Cardiovascular,Severe
405,I25.10.405,Atherosclerotic heart disease of native coronary artery (Variant #405),Cardiovascular,Severe
406,E78.5.406,"Hyperlipidemia, unspecified (Variant #406)",Endocrine,Mild
407,E78.5.407,"Hyperlipidemia, unspecified (Variant #407)",Endocrine,Mild
408,G40.909.408,"Epilepsy, unspecified, not intractable (Variant #408)",Neurology,Severe
409,G40.909.409,"Epilepsy, unspecified, not intractable (Variant #409)",Neurology,Severe
410,J06.9.410,"Acute upper respiratory infection, unspecified (Variant #410)",Respiratory,Mild
411,C34.90.411,Malignant neoplasm of unspecified part of bronchus or lung (Variant #411),Oncology,Critical
412,R07.9.412,"Chest pain, unspecified (Variant #412)",Cardiovascular,Severe
413,I10.413,Essential (primary) hypertension (Variant #413),Cardiovascular,Mild
414,I10.414,Essential (primary) hypertension (Variant #414),Cardiovascular,Mild
415,J18.9.415,"Pneumonia, unspecified organism (Variant #415)",Respiratory,Severe
416,I25.10.416,Atherosclerotic heart disease of native coronary artery (Variant #416),Cardiovascular,Severe
417,I25.10.417,Atherosclerotic heart disease of native coronary artery (Variant #417),Cardiovascular,Severe
418,N39.0.418,"Urinary tract infection, site not specified (Variant #418)",Urological,Moderate
419,K21.9.419,Gastro-esophageal reflux disease without esophagitis (Variant #419),Gastrointestinal,Mild
420,I10.420,Essential (primary) hypertension (Variant #420),Cardiovascular,Mild
421,F41.1.421,Generalized anxiety disorder (Variant #421),Mental Health,Moderate
422,M17.11.422,"Unspecified primary osteoarthritis, right knee (Variant #422)",Musculoskeletal,Moderate
423,I10.423,Essential (primary) hypertension (Variant #423),Cardiovascular,Mild
424,J18.9.424,"Pneumonia, unspecified organism (Variant #424)",Respiratory,Severe
425,C34.90.425,Malignant neoplasm of unspecified part of bronchus or lung (Variant #425),Oncology,Critical
426,I10.426,Essential (primary) hypertension (Variant #426),Cardiovascular,Mild
427,F41.1.427,Generalized anxiety disorder (Variant #427),Mental Health,Moderate
428,M54.5.428,"Low back pain, unspecified (Variant #428)",Musculoskeletal,Mild
429,R07.9.429,"Chest pain, unspecified (Variant #429)",Cardiovascular,Severe
430,C34.90.430,Malignant neoplasm of unspecified part of bronchus or lung (Variant #430),Oncology,Critical
431,J18.9.431,"Pneumonia, unspecified organism (Variant #431)",Respiratory,Severe
432,F41.1.432,Generalized anxiety disorder (Variant #432),Mental Health,Moderate
433,R07.9.433,"Chest pain, unspecified (Variant #433)",Cardiovascular,Severe
434,E78.5.434,"Hyperlipidemia, unspecified (Variant #434)",Endocrine,Mild
435,F41.1.435,Generalized anxiety disorder (Variant #435),Mental Health,Moderate
436,K21.9.436,Gastro-esophageal reflux disease without esophagitis (Variant #436),Gastrointestinal,Mild
437,F41.1.437,Generalized anxiety disorder (Variant #437),Mental Health,Moderate
438,C34.90.438,Malignant neoplasm of unspecified part of bronchus or lung (Variant #438),Oncology,Critical
439,I25.10.439,Atherosclerotic heart disease of native coronary artery (Variant #439),Cardiovascular,Severe
440,F41.1.440,Generalized anxiety disorder (Variant #440),Mental Health,Moderate
441,I10.441,Essential (primary) hypertension (Variant #441),Cardiovascular,Mild
442,I25.10.442,Atherosclerotic heart disease of native coronary artery (Variant #442),Cardiovascular,Severe
443,R07.9.443,"Chest pain, unspecified (Variant #443)",Cardiovascular,Severe
444,K21.9.444,Gastro-esophageal reflux disease without esophagitis (Variant #444),Gastrointestinal,Mild
445,I10.445,Essential (primary) hypertension (Variant #445),Cardiovascular,Mild
446,E11.9.446,Type 2 diabetes mellitus without complications (Variant #446),Endocrine,Moderate
447,I10.447,Essential (primary) hypertension (Variant #447),Cardiovascular,Mild
448,K21.9.448,Gastro-esophageal reflux disease without esophagitis (Variant #448),Gastrointestinal,Mild
449,G40.909.449,"Epilepsy, unspecified, not intractable (Variant #449)",Neurology,Severe
450,R07.9.450,"Chest pain, unspecified (Variant #450)",Cardiovascular,Severe
451,R07.9.451,"Chest pain, unspecified (Variant #451)",Cardiovascular,Severe
452,R07.9.452,"Chest pain, unspecified (Variant #452)",Cardiovascular,Severe
453,J06.9.453,"Acute upper respiratory infection, unspecified (Variant #453)",Respiratory,Mild
454,M54.5.454,"Low back pain, unspecified (Variant #454)",Musculoskeletal,Mild
455,E78.5.455,"Hyperlipidemia, unspecified (Variant #455)",Endocrine,Mild
456,G40.909.456,"Epilepsy, unspecified, not intractable (Variant #456)",Neurology,Severe
457,M54.5.457,"Low back pain, unspecified (Variant #457)",Musculoskeletal,Mild
458,M54.5.458,"Low back pain, unspecified (Variant #458)",Musculoskeletal,Mild
459,E78.5.459,"Hyperlipidemia, unspecified (Variant #459)",Endocrine,Mild
460,J06.9.460,"Acute upper respiratory infection, unspecified (Variant #460)",Respiratory,Mild
461,I25.10.461,Atherosclerotic heart disease of native coronary artery (Variant #461),Cardiovascular,Severe
462,J06.9.462,"Acute upper respiratory infection, unspecified (Variant #462)",Respiratory,Mild
463,J18.9.463,"Pneumonia, unspecified organism (Variant #463)",Respiratory,Severe
464,G40.909.464,"Epilepsy, unspecified, not intractable (Variant #464)",Neurology,Severe
465,K21.9.465,Gastro-esophageal reflux disease without esophagitis (Variant #465),Gastrointestinal,Mild
466,J06.9.466,"Acute upper respiratory infection, unspecified (Variant #466)",Respiratory,Mild
467,I25.10.467,Atherosclerotic heart disease of native coronary artery (Variant #467),Cardiovascular,Severe
468,G40.909.468,"Epilepsy, unspecified, not intractable (Variant #468)",Neurology,Severe
469,I25.10.469,Atherosclerotic heart disease of native coronary artery (Variant #469),Cardiovascular,Severe
470,I25.10.470,Atherosclerotic heart disease of native coronary artery (Variant #470),Cardiovascular,Severe
471,M54.5.471,"Low back pain, unspecified (Variant #471)",Musculoskeletal,Mild
472,I25.10.472,Atherosclerotic heart disease of native coronary artery (Variant #472),Cardiovascular,Severe
473,F41.1.473,Generalized anxiety disorder (Variant #473),Mental Health,Moderate
474,C34.90.474,Malignant neoplasm of unspecified part of bronchus or lung (Variant #474),Oncology,Critical
475,R07.9.475,"Chest pain, unspecified (Variant #475)",Cardiovascular,Severe
476,I25.10.476,Atherosclerotic heart disease of native coronary artery (Variant #476),Cardiovascular,Severe
477,F41.1.477,Generalized anxiety disorder (Variant #477),Mental Health,Moderate
478,I25.10.478,Atherosclerotic heart disease of native coronary artery (Variant #478),Cardiovascular,Severe
479,G40.909.479,"Epilepsy, unspecified, not intractable (Variant #479)",Neurology,Severe
480,J06.9.480,"Acute upper respiratory infection, unspecified (Variant #480)",Respiratory,Mild
481,I25.10.481,Atherosclerotic heart disease of native coronary artery (Variant #481),Cardiovascular,Severe
482,R07.9.482,"Chest pain, unspecified (Variant #482)",Cardiovascular,Severe
483,I10.483,Essential (primary) hypertension (Variant #483),Cardiovascular,Mild
484,J45.909.484,"Unspecified asthma, uncomplicated (Variant #484)",Respiratory,Moderate
485,N39.0.485,"Urinary tract infection, site not specified (Variant #485)",Urological,Moderate
486,J18.9.486,"Pneumonia, unspecified organism (Variant #486)",Respiratory,Severe
487,J18.9.487,"Pneumonia, unspecified organism (Variant #487)",Respiratory,Severe
488,R07.9.488,"Chest pain, unspecified (Variant #488)",Cardiovascular,Severe
489,I25.10.489,Atherosclerotic heart disease of native coronary artery (Variant #489),Cardiovascular,Severe
490,I10.490,Essential (primary) hypertension (Variant #490),Cardiovascular,Mild
491,R07.9.491,"Chest pain, unspecified (Variant #491)",Cardiovascular,Severe
492,F41.1.492,Generalized anxiety disorder (Variant #492),Mental Health,Moderate
493,J45.909.493,"Unspecified asthma, uncomplicated (Variant #493)",Respiratory,Moderate
494,G40.909.494,"Epilepsy, unspecified, not intractable (Variant #494)",Neurology,Severe
495,I10.495,Essential (primary) hypertension (Variant #495),Cardiovascular,Mild
496,F41.1.496,Generalized anxiety disorder (Variant #496),Mental Health,Moderate
497,G40.909.497,"Epilepsy, unspecified, not intractable (Variant #497)",Neurology,Severe
498,J06.9.498,"Acute upper respiratory infection, unspecified (Variant #498)",Respiratory,Mild
499,J18.9.499,"Pneumonia, unspecified organism (Variant #499)",Respiratory,Severe
500,J06.9.500,"Acute upper respiratory infection, unspecified (Variant #500)",Respiratory,Mild
501,J06.9.501,"Acute upper respiratory infection, unspecified (Variant #501)",Respiratory,Mild
502,J06.9.502,"Acute upper respiratory infection, unspecified (Variant #502)",Respiratory,Mild
503,E11.9.503,Type 2 diabetes mellitus without complications (Variant #503),Endocrine,Moderate
504,E11.9.504,Type 2 diabetes mellitus without complications (Variant #504),Endocrine,Moderate
