diagnosis_id,icd10_code,icd10_description,category,severity_level
328,J45.909.328,"Unspecified asthma, uncomplicated (Variant #328)",Respiratory,Moderate
329,M17.11.329,"Unspecified primary osteoarthritis, right knee (Variant #329)",Musculoskeletal,Moderate
330,N39.0.330,"Urinary tract infection, site not specified (Variant #330)",Urological,Moderate
331,M17.11.331,"Unspecified primary osteoarthritis, right knee (Variant #331)",Musculoskeletal,Moderate
332,I25.10.332,Atherosclerotic heart disease of native coronary artery (Variant #332),Cardiovascular,Severe
333,E11.9.333,Type 2 diabetes mellitus without complications (Variant #333),Endocrine,Moderate
334,I10.334,Essential (primary) hypertension (Variant #334),Cardiovascular,Mild
335,M17.11.335,"Unspecified primary osteoarthritis, right knee (Variant #335)",Musculoskeletal,Moderate
336,G40.909.336,"Epilepsy, unspecified, not intractable (Variant #336)",Neurology,Severe
337,G40.909.337,"Epilepsy, unspecified, not intractable (Variant #337)",Neurology,Severe
338,E11.9.338,Type 2 diabetes mellitus without complications (Variant #338),Endocrine,Moderate
339,J18.9.339,"Pneumonia, unspecified organism (Variant #339)",Respiratory,Severe
340,C34.90.340,Malignant neoplasm of unspecified part of bronchus or lung (Variant #340),Oncology,Critical
341,N39.0.341,"Urinary tract infection, site not specified (Variant #341)",Urological,Moderate
342,I25.10.342,Atherosclerotic heart disease of native coronary artery (Variant #342),Cardiovascular,Severe
343,F41.1.343,Generalized anxiety disorder (Variant #343),Mental Health,Moderate
344,M17.11.344,"Unspecified primary osteoarthritis, right knee (Variant #344)",Musculoskeletal,Moderate
345,R07.9.345,"Chest pain, unspecified (Variant #345)",Cardiovascular,Severe
346,N39.0.346,"Urinary tract infection, site not specified (Variant #346)",Urological,Moderate
347,E11.9.347,Type 2 diabetes mellitus without complications (Variant #347),Endocrine,Moderate
348,K21.9.348,Gastro-esophageal reflux disease without esophagitis (Variant #348),Gastrointestinal,Mild
349,G40.909.349,"Epilepsy, unspecified, not intractable (Variant #349)",Neurology,Severe
350,J45.909.350,"Unspecified asthma, uncomplicated (Variant #350)",Respiratory,Moderate
351,M17.11.351,"Unspecified primary osteoarthritis, right knee (Variant #351)",Musculoskeletal,Moderate
352,I10.352,Essential (primary) hypertension (Variant #352),Cardiovascular,Mild
353,I25.10.353,Atherosclerotic heart disease of native coronary artery (Variant #353),Cardiovascular,Severe
354,G40.909.354,"Epilepsy, unspecified, not intractable (Variant #354)",Neurology,Severe
355,C34.90.355,Malignant neoplasm of unspecified part of bronchus or lung (Variant #355),Oncology,Critical
356,I10.356,Essential (primary) hypertension (Variant #356),Cardiovascular,Mild
357,E11.9.357,Type 2 diabetes mellitus without complications (Variant #357),Endocrine,Moderate
358,N39.0.358,"Urinary tract infection, site not specified (Variant #358)",Urological,Moderate
359,E11.9.359,Type 2 diabetes mellitus without complications (Variant #359),Endocrine,Moderate
360,J06.9.360,"Acute upper respiratory infection, unspecified (Variant #360)",Respiratory,Mild
361,E78.5.361,"Hyperlipidemia, unspecified (Variant #361)",Endocrine,Mild
362,I25.10.362,Atherosclerotic heart disease of native coronary artery (Variant #362),Cardiovascular,Severe
363,J45.909.363,"Unspecified asthma, uncomplicated (Variant #363)",Respiratory,Moderate
364,J06.9.364,"Acute upper respiratory infection, unspecified (Variant #364)",Respiratory,Mild
365,J06.9.365,"Acute upper respiratory infection, unspecified (Variant #365)",Respiratory,Mild
366,K21.9.366,Gastro-esophageal reflux disease without esophagitis (Variant #366),Gastrointestinal,Mild
367,I10.367,Essential (primary) hypertension (Variant #367),Cardiovascular,Mild
368,C34.90.368,Malignant neoplasm of unspecified part of bronchus or lung (Variant #368),Oncology,Critical
369,N39.0.369,"Urinary tract infection, site not specified (Variant #369)",Urological,Moderate
370,G40.909.370,"Epilepsy, unspecified, not intractable (Variant #370)",Neurology,Severe
371,C34.90.371,Malignant neoplasm of unspecified part of bronchus or lung (Variant #371),Oncology,Critical
372,C34.90.372,Malignant neoplasm of unspecified part of bronchus or lung (Variant #372),Oncology,Critical
373,G40.909.373,"Epilepsy, unspecified, not intractable (Variant #373)",Neurology,Severe
374,I25.10.374,Atherosclerotic heart disease of native coronary artery (Variant #374),Cardiovascular,Severe
375,N39.0.375,"Urinary tract infection, site not specified (Variant #375)",Urological,Moderate
376,E78.5.376,"Hyperlipidemia, unspecified (Variant #376)",Endocrine,Mild
377,M17.11.377,"Unspecified primary osteoarthritis, right knee (Variant #377)",Musculoskeletal,Moderate
378,I10.378,Essential (primary) hypertension (Variant #378),Cardiovascular,Mild
379,M17.11.379,"Unspecified primary osteoarthritis, right knee (Variant #379)",Musculoskeletal,Moderate
380,J45.909.380,"Unspecified asthma, uncomplicated (Variant #380)",Respiratory,Moderate
381,E78.5.381,"Hyperlipidemia, unspecified (Variant #381)",Endocrine,Mild
382,M17.11.382,"Unspecified primary osteoarthritis, right knee (Variant #382)",Musculoskeletal,Moderate
383,J18.9.383,"Pneumonia, unspecified organism (Variant #383)",Respiratory,Severe
384,G40.909.384,"Epilepsy, unspecified, not intractable (Variant #384)",Neurology,Severe
385,J18.9.385,"Pneumonia, unspecified organism (Variant #385)",Respiratory,Severe
386,G40.909.386,"Epilepsy, unspecified, not intractable (Variant #386)",Neurology,Severe
387,C34.90.387,Malignant neoplasm of unspecified part of bronchus or lung (Variant #387),Oncology,Critical
388,J06.9.388,"Acute upper respiratory infection, unspecified (Variant #388)",Respiratory,Mild
389,J06.9.389,"Acute upper respiratory infection, unspecified (Variant #389)",Respiratory,Mild
390,E78.5.390,"Hyperlipidemia, unspecified (Variant #390)",Endocrine,Mild
391,M17.11.391,"Unspecified primary osteoarthritis, right knee (Variant #391)",Musculoskeletal,Moderate
392,N39.0.392,"Urinary tract infection, site not specified (Variant #392)",Urological,Moderate
393,R07.9.393,"Chest pain, unspecified (Variant #393)",Cardiovascular,Severe
394,J45.909.394,"Unspecified asthma, uncomplicated (Variant #394)",Respiratory,Moderate
395,J18.9.395,"Pneumonia, unspecified organism (Variant #395)",Respiratory,Severe
396,I25.10.396,Atherosclerotic heart disease of native coronary artery (Variant #396),Cardiovascular,Severe
397,J18.9.397,"Pneumonia, unspecified organism (Variant #397)",Respiratory,Severe
398,C34.90.398,Malignant neoplasm of unspecified part of bronchus or lung (Variant #398),Oncology,Critical
399,F41.1.399,Generalized anxiety disorder (Variant #399),Mental Health,Moderate
400,J45.909.400,"Unspecified asthma, uncomplicated (Variant #400)",Respiratory,Moderate
401,C34.90.401,Malignant neoplasm of unspecified part of bronchus or lung (Variant #401),Oncology,Critical
402,F41.1.402,Generalized anxiety disorder (Variant #402),Mental Health,Moderate
403,C34.90.403,Malignant neoplasm of unspecified part of bronchus or lung (Variant #403),Oncology,Critical
404,I10.404,Essential (primary) hypertension (Variant #404),Cardiovascular,Mild
405,G40.909.405,"Epilepsy, unspecified, not intractable (Variant #405)",Neurology,Severe
406,I25.10.406,Atherosclerotic heart disease of native coronary artery (Variant #406),Cardiovascular,Severe
407,J18.9.407,"Pneumonia, unspecified organism (Variant #407)",Respiratory,Severe
408,N39.0.408,"Urinary tract infection, site not specified (Variant #408)",Urological,Moderate
409,G40.909.409,"Epilepsy, unspecified, not intractable (Variant #409)",Neurology,Severe
410,G40.909.410,"Epilepsy, unspecified, not intractable (Variant #410)",Neurology,Severe
411,J06.9.411,"Acute upper respiratory infection, unspecified (Variant #411)",Respiratory,Mild
412,M17.11.412,"Unspecified primary osteoarthritis, right knee (Variant #412)",Musculoskeletal,Moderate
413,J45.909.413,"Unspecified asthma, uncomplicated (Variant #413)",Respiratory,Moderate
414,G40.909.414,"Epilepsy, unspecified, not intractable (Variant #414)",Neurology,Severe
415,J18.9.415,"Pneumonia, unspecified organism (Variant #415)",Respiratory,Severe
416,G40.909.416,"Epilepsy, unspecified, not intractable (Variant #416)",Neurology,Severe
417,E11.9.417,Type 2 diabetes mellitus without complications (Variant #417),Endocrine,Moderate
418,R07.9.418,"Chest pain, unspecified (Variant #418)",Cardiovascular,Severe
419,I25.10.419,Atherosclerotic heart disease of native coronary artery (Variant #419),Cardiovascular,Severe
420,F41.1.420,Generalized anxiety disorder (Variant #420),Mental Health,Moderate
421,E11.9.421,Type 2 diabetes mellitus without complications (Variant #421),Endocrine,Moderate
422,E78.5.422,"Hyperlipidemia, unspecified (Variant #422)",Endocrine,Mild
423,R07.9.423,"Chest pain, unspecified (Variant #423)",Cardiovascular,Severe
424,I10.424,Essential (primary) hypertension (Variant #424),Cardiovascular,Mild
425,I25.10.425,Atherosclerotic heart disease of native coronary artery (Variant #425),Cardiovascular,Severe
426,E78.5.426,"Hyperlipidemia, unspecified (Variant #426)",Endocrine,Mild
427,R07.9.427,"Chest pain, unspecified (Variant #427)",Cardiovascular,Severe
428,M54.5.428,"Low back pain, unspecified (Variant #428)",Musculoskeletal,Mild
429,J45.909.429,"Unspecified asthma, uncomplicated (Variant #429)",Respiratory,Moderate
430,G40.909.430,"Epilepsy, unspecified, not intractable (Variant #430)",Neurology,Severe
431,I25.10.431,Atherosclerotic heart disease of native coronary artery (Variant #431),Cardiovascular,Severe
432,I25.10.432,Atherosclerotic heart disease of native coronary artery (Variant #432),Cardiovascular,Severe
433,F41.1.433,Generalized anxiety disorder (Variant #433),Mental Health,Moderate
434,E11.9.434,Type 2 diabetes mellitus without complications (Variant #434),Endocrine,Moderate
435,E78.5.435,"Hyperlipidemia, unspecified (Variant #435)",Endocrine,Mild
436,J06.9.436,"Acute upper respiratory infection, unspecified (Variant #436)",Respiratory,Mild
437,J45.909.437,"Unspecified asthma, uncomplicated (Variant #437)",Respiratory,Moderate
438,E11.9.438,Type 2 diabetes mellitus without complications (Variant #438),Endocrine,Moderate
439,I25.10.439,Atherosclerotic heart disease of native coronary artery (Variant #439),Cardiovascular,Severe
440,E11.9.440,Type 2 diabetes mellitus without complications (Variant #440),Endocrine,Moderate
441,I25.10.441,Atherosclerotic heart disease of native coronary artery (Variant #441),Cardiovascular,Severe
442,E11.9.442,Type 2 diabetes mellitus without complications (Variant #442),Endocrine,Moderate
443,E11.9.443,Type 2 diabetes mellitus without complications (Variant #443),Endocrine,Moderate
444,J45.909.444,"Unspecified asthma, uncomplicated (Variant #444)",Respiratory,Moderate
445,J18.9.445,"Pneumonia, unspecified organism (Variant #445)",Respiratory,Severe
446,J45.909.446,"Unspecified asthma, uncomplicated (Variant #446)",Respiratory,Moderate
447,N39.0.447,"Urinary tract infection, site not specified (Variant #447)",Urological,Moderate
448,R07.9.448,"Chest pain, unspecified (Variant #448)",Cardiovascular,Severe
449,M17.11.449,"Unspecified primary osteoarthritis, right knee (Variant #449)",Musculoskeletal,Moderate
450,J45.909.450,"Unspecified asthma, uncomplicated (Variant #450)",Respiratory,Moderate
451,E11.9.451,Type 2 diabetes mellitus without complications (Variant #451),Endocrine,Moderate
452,N39.0.452,"Urinary tract infection, site not specified (Variant #452)",Urological,Moderate
453,M54.5.453,"Low back pain, unspecified (Variant #453)",Musculoskeletal,Mild
454,I25.10.454,Atherosclerotic heart disease of native coronary artery (Variant #454),Cardiovascular,Severe
455,J06.9.455,"Acute upper respiratory infection, unspecified (Variant #455)",Respiratory,Mild
456,J06.9.456,"Acute upper respiratory infection, unspecified (Variant #456)",Respiratory,Mild
457,M17.11.457,"Unspecified primary osteoarthritis, right knee (Variant #457)",Musculoskeletal,Moderate
458,M54.5.458,"Low back pain, unspecified (Variant #458)",Musculoskeletal,Mild
459,N39.0.459,"Urinary tract infection, site not specified (Variant #459)",Urological,Moderate
460,N39.0.460,"Urinary tract infection, site not specified (Variant #460)",Urological,Moderate
461,K21.9.461,Gastro-esophageal reflux disease without esophagitis (Variant #461),Gastrointestinal,Mild
462,J06.9.462,"Acute upper respiratory infection, unspecified (Variant #462)",Respiratory,Mild
463,F41.1.463,Generalized anxiety disorder (Variant #463),Mental Health,Moderate
464,K21.9.464,Gastro-esophageal reflux disease without esophagitis (Variant #464),Gastrointestinal,Mild
465,M17.11.465,"Unspecified primary osteoarthritis, right knee (Variant #465)",Musculoskeletal,Moderate
466,I25.10.466,Atherosclerotic heart disease of native coronary artery (Variant #466),Cardiovascular,Severe
467,E11.9.467,Type 2 diabetes mellitus without complications (Variant #467),Endocrine,Moderate
468,C34.90.468,Malignant neoplasm of unspecified part of bronchus or lung (Variant #468),Oncology,Critical
469,G40.909.469,"Epilepsy, unspecified, not intractable (Variant #469)",Neurology,Severe
470,E11.9.470,Type 2 diabetes mellitus without complications (Variant #470),Endocrine,Moderate
471,G40.909.471,"Epilepsy, unspecified, not intractable (Variant #471)",Neurology,Severe
472,K21.9.472,Gastro-esophageal reflux disease without esophagitis (Variant #472),Gastrointestinal,Mild
473,F41.1.473,Generalized anxiety disorder (Variant #473),Mental Health,Moderate
474,J45.909.474,"Unspecified asthma, uncomplicated (Variant #474)",Respiratory,Moderate
475,E78.5.475,"Hyperlipidemia, unspecified (Variant #475)",Endocrine,Mild
476,F41.1.476,Generalized anxiety disorder (Variant #476),Mental Health,Moderate
477,M17.11.477,"Unspecified primary osteoarthritis, right knee (Variant #477)",Musculoskeletal,Moderate
478,C34.90.478,Malignant neoplasm of unspecified part of bronchus or lung (Variant #478),Oncology,Critical
479,J18.9.479,"Pneumonia, unspecified organism (Variant #479)",Respiratory,Severe
480,M17.11.480,"Unspecified primary osteoarthritis, right knee (Variant #480)",Musculoskeletal,Moderate
481,I10.481,Essential (primary) hypertension (Variant #481),Cardiovascular,Mild
482,J18.9.482,"Pneumonia, unspecified organism (Variant #482)",Respiratory,Severe
483,K21.9.483,Gastro-esophageal reflux disease without esophagitis (Variant #483),Gastrointestinal,Mild
484,E78.5.484,"Hyperlipidemia, unspecified (Variant #484)",Endocrine,Mild
485,I25.10.485,Atherosclerotic heart disease of native coronary artery (Variant #485),Cardiovascular,Severe
486,J06.9.486,"Acute upper respiratory infection, unspecified (Variant #486)",Respiratory,Mild
487,M17.11.487,"Unspecified primary osteoarthritis, right knee (Variant #487)",Musculoskeletal,Moderate
488,I10.488,Essential (primary) hypertension (Variant #488),Cardiovascular,Mild
489,E78.5.489,"Hyperlipidemia, unspecified (Variant #489)",Endocrine,Mild
490,J18.9.490,"Pneumonia, unspecified organism (Variant #490)",Respiratory,Severe
491,E11.9.491,Type 2 diabetes mellitus without complications (Variant #491),Endocrine,Moderate
492,F41.1.492,Generalized anxiety disorder (Variant #492),Mental Health,Moderate
493,J45.909.493,"Unspecified asthma, uncomplicated (Variant #493)",Respiratory,Moderate
494,J18.9.494,"Pneumonia, unspecified organism (Variant #494)",Respiratory,Severe
495,E11.9.495,Type 2 diabetes mellitus without complications (Variant #495),Endocrine,Moderate
496,I10.496,Essential (primary) hypertension (Variant #496),Cardiovascular,Mild
497,C34.90.497,Malignant neoplasm of unspecified part of bronchus or lung (Variant #497),Oncology,Critical
498,J45.909.498,"Unspecified asthma, uncomplicated (Variant #498)",Respiratory,Moderate
499,K21.9.499,Gastro-esophageal reflux disease without esophagitis (Variant #499),Gastrointestinal,Mild
500,R07.9.500,"Chest pain, unspecified (Variant #500)",Cardiovascular,Severe
